,index,SN,isDyn,isHqe,gain,resolution,dcr,pde,tts,amplitude,HV,PvsV,SvsN,risetime,falltime,fwhm,tts_ss
10303,10303,PA1901-1090,0,1,9629300.0,0.35,56.9,33.1,13.08,7.34,1749.0,1.9,0.082,4.63,17.59,7.17,4.42961258905011
10304,10304,EA3302,1,0,9921350.0,0.34,11.4,25.0,6.14,6.35,1905.0,3.19,0.072,6.83,10.64,11.31,0.5181664191920993
10305,10305,PA1901-1103,0,1,10245900.0,0.36,31.5,28.52,8.47,4.0,1765.0,2.23,0.086,4.39,12.39,7.57,5.057089647561356
10306,10306,PA1901-1086,0,1,10535300.0,0.34,59.1,28.35,8.42,9876540000.0,1710.0,3.72,0.084,4.1,18.02,7.55,4.608333746964577
10307,10307,PA1901-2533,0,1,10467000.0,0.33,17.4,31.94,8.68,0.76,1702.0,2.91,0.094,4.57,18.3,7.73,5.392579303829427
10308,10308,EA5226,1,0,10262400.0,0.24,11.1,29.52,6.12,6.48,1789.0,4.18,0.076,7.26,10.1,11.49,0.6797909970510574
10309,10309,PA1812-5028,0,1,9502600.0,0.34,19.1,30.46,12.3,6.12,1702.0,3.66,0.089,6.91,19.08,7.92,4.4029688075658235
10310,10310,PA1812-2010,0,1,10499000.0,0.36,40.3,31.09,8.42,9876540000.0,1773.0,3.79,0.076,7.16,16.16,8.02,5.1980369091925445
10311,10311,EA5100,1,0,10160300.0,0.26,14.4,24.99,5.97,6.45,1876.0,3.33,0.071,6.74,10.6,11.42,1.2062543889468962
10312,10312,PA1812-1154,0,1,10196100.0,0.34,22.2,28.38,11.53,7.84,1693.0,3.64,0.076,4.77,15.39,7.47,4.154956718741823
10313,10313,PA1812-1335,0,1,10462800.0,0.32,30.9,32.67,8.28,7.35,1659.0,3.88,0.072,5.1,16.91,8.23,5.303173325248203
10314,10314,PA1812-1314,0,1,10032500.0,0.32,21.0,31.79,10.32,1.83,1729.0,4.07,0.087,4.52,10.52,6.92,6.06387236687767
10315,10315,EA5274,1,0,10076700.0,0.25,26.0,29.29,6.19,6.64,2027.0,3.8,0.074,5.78,10.83,11.22,1.2770795731233209
10316,10316,PA1812-1147,0,1,10105000.0,0.32,14.9,29.52,12.3,9876540000.0,1706.0,4.9,0.079,4.56,17.31,7.24,5.259521660350155
10317,10317,PA1812-1156,0,1,10228000.0,0.3,26.2,31.13,10.77,9876540000.0,1678.0,4.44,0.082,3.6,17.34,7.67,5.537576203044024
10318,10318,EA5630,1,0,10065100.0,0.28,21.2,29.64,6.97,6.76,2134.0,3.99,0.074,6.57,9.56,11.66,1.3453078676822103
10319,10319,PA1812-1171,0,1,9608120.0,0.33,11.5,28.86,8.34,9876540000.0,1724.0,3.15,0.099,4.63,11.92,7.02,4.530897982204712
10320,10320,PA1812-1199,0,1,10239800.0,0.29,20.3,27.86,7.62,8.14,1679.0,3.97,0.079,4.52,11.34,7.42,5.46259849054256
10321,10321,PA1812-1178,0,1,10216700.0,0.33,11.8,25.47,9.31,7.23,1743.0,3.38,0.075,4.52,18.22,7.74,4.980167544141252
10322,10322,EA5640,1,0,10183100.0,0.26,12.6,24.0,6.51,6.51,1910.0,4.72,0.072,6.86,10.62,11.65,0.791936192590566
10323,10323,PA1812-1201,0,1,10387600.0,0.34,33.9,27.75,9.91,7.58,1756.0,4.16,0.075,4.43,18.17,7.79,5.5934874594763
10324,10324,PA1812-1222,0,1,10377900.0,0.36,17.6,29.2,10.44,7.0,1713.0,2.27,0.078,4.69,18.43,8.37,5.3324140485114215
10325,10325,PA1901-5038,0,1,9964460.0,0.29,30.4,27.06,10.56,6.57,1694.0,3.68,0.076,6.86,18.15,7.85,5.241948870962448
10326,10326,EA5678,1,0,9791890.0,0.28,8.7,24.2,6.11,6.34,1834.0,3.35,0.083,6.72,10.01,11.02,0.9690685333256183
10327,10327,PA1901-1034,0,1,10380500.0,0.39,53.7,30.16,9.09,7.1,1776.0,2.19,0.076,4.55,18.76,8.0,4.847306521448902
10328,10328,PA1901-1058,0,1,9999330.0,0.36,29.6,28.98,12.33,6.14,1709.0,2.01,0.082,7.01,19.68,8.11,4.986353566159265
10329,10329,EA4863,1,0,9824170.0,0.31,24.9,24.5,6.23,6.25,1873.0,3.61,0.071,7.22,10.52,11.95,1.1400597608468352
10330,10330,PA1901-5029,0,1,9996280.0,0.32,15.3,34.31,9.16,7.3,1667.0,2.19,0.078,4.63,15.81,8.04,4.70537881383685
10331,10331,PA1901-1085,0,1,10439400.0,0.32,23.9,32.92,8.86,5.83,1668.0,3.38,0.08,7.04,16.48,8.42,5.129640449119187
10332,10332,PA1901-2576,0,1,9818270.0,0.39,15.7,31.92,11.87,6.38,1727.0,3.58,0.078,7.22,17.18,8.29,5.586326844289824
10333,10333,EA1090,1,0,9929650.0,0.26,10.1,28.65,6.63,6.24,1829.0,3.54,0.076,7.13,10.61,11.93,0.9479609957292072
10334,10334,PA1712-1468,0,0,10680700.0,0.32,17.3,28.38,9.39,8.51,1710.0,3.55,0.068,4.49,11.08,7.35,5.021226032690855
10335,10335,PA1901-5087,0,1,10236700.0,0.35,50.8,29.8,10.29,6.07,1760.0,3.76,0.071,7.13,20.23,8.32,5.69738544464293
10336,10336,EA5291,1,0,9838040.0,0.26,13.0,25.48,6.28,6.45,1782.0,3.66,0.081,7.16,10.51,11.32,1.5038990920030133
10337,10337,PA1901-2569,0,1,10700800.0,0.32,22.7,29.38,8.84,9876540000.0,1729.0,3.27,0.068,4.53,18.28,7.58,4.59544052664797
10338,10338,PA1901-6009,0,1,10597800.0,0.27,17.5,28.63,8.8,7.81,1713.0,5.52,0.07,4.54,18.45,7.85,5.045716211536562
10339,10339,PA1901-5058,0,1,10568600.0,0.37,33.3,30.47,9.39,7.29,1719.0,3.35,0.068,7.04,16.2,7.96,4.8270774544356785
10340,10340,EA5768,1,0,9738300.0,0.29,12.2,26.71,6.15,6.21,1760.0,3.83,0.083,7.48,11.1,11.59,1.026874202830503
10341,10341,PA1901-6010,0,1,10029800.0,0.37,24.1,31.88,10.06,27.77,1770.0,3.98,0.08,5.11,17.82,7.74,5.773998251796511
10342,10342,PA1901-1060,0,1,9827420.0,0.36,11.0,28.88,10.47,9876540000.0,1714.0,2.33,0.086,4.93,11.73,7.15,4.494767461047098
10343,10343,EA6130,1,0,10003700.0,0.29,14.0,27.72,7.36,6.11,1798.0,4.01,0.075,7.26,9.78,11.45,1.1370657329181149
10344,10344,PA1901-1149,0,1,10091200.0,0.32,16.9,30.55,9.65,9876540000.0,1742.0,4.62,0.089,9876540000.0,13.14,7.39,4.887151872184616
10345,10345,PA1901-1081,0,1,9995420.0,0.34,16.9,31.66,10.5,1.35,1730.0,3.03,0.093,4.53,10.25,7.08,5.274147050515004
10346,10346,PA1704-341,0,0,10571900.0,0.36,24.7,27.53,10.81,7.6,1830.0,2.94,0.076,4.4,17.65,7.78,5.386488255145059
10347,10347,EA5688,1,0,10151600.0,0.31,13.8,28.53,6.38,6.62,1877.0,4.07,0.072,6.66,9.47,11.47,0.4780902205848358
10348,10348,PA1901-1049,0,1,9911300.0,0.33,32.1,32.24,10.41,1.27,1701.0,3.13,0.089,9876540000.0,19.06,8.03,4.438384642265769
10349,10349,PA1901-1114,0,1,10169700.0,0.36,37.9,26.73,13.35,6.69,1692.0,3.2,0.073,7.21,16.93,7.64,5.513990406575731
10350,10350,EA5928,1,0,9912800.0,0.28,17.0,28.74,6.08,6.44,1833.0,3.85,0.073,6.91,10.35,11.69,1.2674859068359219
10351,10351,PA1901-5047,0,1,10045000.0,0.35,49.0,25.49,8.15,9876540000.0,1731.0,3.53,0.088,4.53,16.3,7.48,4.862213245518792
10352,10352,PA1901-1113,0,1,9527170.0,0.35,35.1,27.42,9.76,9876540000.0,1694.0,3.21,0.087,5.3,17.88,7.38,5.484033895299047
10353,10353,PA1901-5053,0,1,9955590.0,0.36,15.0,26.24,8.76,7.42,1717.0,2.84,0.088,4.67,17.97,7.56,5.219557318955247
10354,10354,EA5926,1,0,9957550.0,0.28,11.3,28.6,6.18,6.39,1823.0,3.75,0.073,7.06,10.22,12.05,1.0698085871950922
10355,10355,PA1812-1372,0,1,10631500.0,0.36,17.2,27.9,10.71,8.47,1661.0,3.69,0.075,4.48,11.63,7.39,4.881717498343123
10356,10356,PA1901-5049,0,1,10069700.0,0.33,38.2,26.84,11.47,7.87,1760.0,4.11,0.073,7.07,15.8,7.93,4.517430481996224
10357,10357,EA5930,1,0,9754930.0,0.27,12.0,28.26,6.64,6.37,1710.0,4.47,0.075,7.65,10.75,11.22,1.4201836420464573
10358,10358,PA1901-1092,0,1,10495000.0,0.3,17.1,27.34,8.44,6.45,1679.0,4.91,0.068,7.1,17.99,8.27,5.36079606856349
10359,10359,PA1812-2509,0,1,10923000.0,0.3,54.3,29.99,9.94,8.89,1620.0,5.87,0.068,4.42,14.86,7.25,4.4024484010694485
10360,10360,PA1812-1394,0,1,10481400.0,0.34,12.7,25.41,10.05,8.48,1710.0,4.58,0.071,4.49,11.94,7.12,5.029136272138362
10361,10361,EA5853,1,0,9859100.0,0.29,10.6,29.25,5.55,6.12,2019.0,3.62,0.076,6.59,10.45,11.19,0.22592815482302717
10362,10362,PA1812-2023,0,1,10325100.0,0.35,23.4,28.17,10.21,6.47,1736.0,3.25,0.07,6.77,16.96,8.27,4.6357432326362185
10363,10363,PA1901-2571,0,1,10347800.0,0.33,23.7,30.41,9.59,6.25,1647.0,3.25,0.075,6.96,16.46,8.01,5.236526828871665
10364,10364,EA5931,1,0,9864450.0,0.29,13.3,28.37,5.41,6.38,1834.0,3.82,0.072,7.47,10.63,11.77,1.0285877427327603
10365,10365,PA1901-2524,0,1,10685900.0,0.35,26.0,31.45,10.44,8.18,1693.0,6.22,0.072,4.6,17.61,7.56,4.97901053724334
10366,10366,PA1901-5084,0,1,10789500.0,0.32,32.9,30.66,12.85,7.85,1696.0,3.46,0.073,4.52,18.16,7.34,4.831785814548484
10367,10367,PA1901-1172,0,1,10545800.0,0.34,26.2,31.36,11.61,9876540000.0,1662.0,4.78,0.086,4.63,11.73,7.38,5.0496086790264885
10368,10368,EA6025,1,0,9811400.0,0.32,13.3,27.05,6.92,6.63,2046.0,4.02,0.074,6.99,9.6,10.96,0.783225105163597
10369,10369,PA1901-5106,0,1,10592300.0,0.34,43.1,32.56,10.57,9876540000.0,1728.0,3.34,0.082,4.63,17.63,7.45,4.719988216781603
10370,10370,PA1812-5040,0,1,10213300.0,0.4,31.7,26.89,10.53,9876540000.0,1749.0,2.2,0.097,4.65,12.35,7.18,5.239528449032726
10371,10371,EA5921,1,0,10092500.0,0.26,18.2,29.14,6.37,6.25,1902.0,3.48,0.072,7.24,10.97,12.2,1.4989325315622546
10372,10372,PA1901-2028,0,1,11028800.0,0.37,25.2,33.95,10.94,7.66,1741.0,4.63,0.073,4.8,18.25,7.88,4.9685466402927805
10373,10373,PA1901-5040,0,1,10694000.0,0.33,37.5,26.99,9.17,6.56,1681.0,5.45,0.071,6.99,19.26,8.03,4.314310796421302
10374,10374,PA1901-5141,0,1,10178100.0,0.35,32.8,28.23,10.34,6.44,1739.0,3.69,0.072,7.18,18.78,8.42,4.937492149222054
10375,10375,EA5973,1,0,9934750.0,0.26,9.5,30.69,5.89,6.55,2137.0,4.6,0.076,6.7,10.65,11.61,1.01497225601472
10376,10376,PA1901-5195,0,1,10126100.0,0.38,45.0,30.58,7.91,6.89,1738.0,3.18,0.074,7.07,16.09,8.18,5.591894487946383
10377,10377,PA1801-1236,0,0,10082800.0,0.33,34.0,29.62,9.61,6.56,1762.0,3.88,0.077,4.69,18.79,7.95,4.988976697460507
10378,10378,EA5244,1,0,9823620.0,0.3,9.0,26.36,7.51,6.45,1854.0,3.07,0.075,6.98,10.62,11.54,0.9247063002045695
10379,10379,PA1901-1169,0,1,9959660.0,0.33,46.6,30.5,9.81,9876540000.0,1708.0,3.37,0.078,7.09,17.08,8.08,4.835075939732648
10380,10380,PA1901-5108,0,1,10374800.0,0.33,48.9,31.66,9.73,9876540000.0,1648.0,2.61,0.085,3.84,16.22,7.52,5.516367798806832
10381,10381,PA1901-1028,0,1,9599200.0,0.32,16.4,29.49,6.71,9876540000.0,1729.0,3.49,0.098,4.15,10.04,7.64,4.608622601735174
10382,10382,EA5239,1,0,10071700.0,0.28,12.2,28.48,7.17,6.36,1850.0,3.15,0.074,7.13,10.31,12.05,1.248235499847802
10383,10383,PA1901-5014,0,1,9727970.0,0.34,30.0,29.8,9.27,9876540000.0,1711.0,3.78,0.09,4.89,17.84,7.55,5.2869486249037285
10384,10384,PA1901-1027,0,1,10126900.0,0.35,30.4,29.69,8.72,9876540000.0,1738.0,2.87,0.088,4.85,18.33,8.66,5.144937536503437
10385,10385,EA5237,1,0,10076300.0,0.27,13.9,29.31,5.72,6.57,1894.0,3.85,0.081,7.17,10.1,11.24,0.9032200878863601
10386,10386,PA1711-1096,0,0,10541400.0,0.33,45.1,28.32,10.17,3.27,1728.0,3.15,0.081,4.61,18.14,7.9,5.323898687525705
10387,10387,PA1901-2507,0,1,10852100.0,0.33,29.9,32.26,9.27,9876540000.0,1741.0,3.81,0.092,4.6,8.69,7.05,5.3628219753550335
10388,10388,PA1901-5013,0,1,10858600.0,0.33,53.7,30.16,18.3,7.82,1744.0,3.46,0.074,4.56,17.83,7.69,5.007344481454741
10389,10389,EA1724,1,0,9842100.0,0.33,9.0,26.36,6.77,6.37,1912.0,3.27,0.08,7.44,9.69,11.39,0.8822025080010094
10390,10390,PA1711-1303,0,0,9925380.0,0.38,39.1,29.01,10.21,7.81,1710.0,2.96,0.094,4.53,12.46,7.65,5.295864382399174
10391,10391,PA1901-5112,0,1,10726500.0,0.32,14.5,27.51,9.36,7.19,1686.0,3.34,0.07,4.77,18.18,7.88,5.4979654450716815
10392,10392,EA5243,1,0,9948840.0,0.28,17.9,27.45,7.05,6.25,1916.0,3.12,0.082,6.93,10.15,11.14,0.7336386598149937
10393,10393,PA1901-5005,0,1,9922550.0,0.3,29.4,30.22,8.71,6.9,1680.0,3.98,0.073,4.43,18.48,8.09,5.47754397275358
10394,10394,PA1901-1029,0,1,10948800.0,0.3,15.1,26.65,13.16,6.97,1715.0,4.01,0.069,7.14,17.61,7.99,4.944176672142168
10395,10395,PA1703-37,0,0,10629200.0,0.34,42.5,29.81,9.12,5.62,1861.0,4.75,0.067,1.47,28.38,10.08,5.299623067579904
10396,10396,EA5238,1,0,9899150.0,0.32,9.4,27.22,6.11,6.4,1966.0,3.48,0.082,7.17,9.96,11.34,1.22103766162468
10397,10397,PA1901-1047,0,1,10395500.0,0.34,24.0,25.23,11.19,6.61,1724.0,2.92,0.071,7.15,17.79,8.02,5.772392145721073
10398,10398,PA1708-1743,0,0,10234700.0,0.32,25.0,28.5,9.6,6.89,1747.0,3.66,0.076,4.65,12.01,12.77,5.59291036677545
10399,10399,EA5236,1,0,10141100.0,0.29,11.2,26.25,6.05,6.75,2029.0,4.3,0.073,6.51,9.77,11.26,0.6237771433946633
10400,10400,PA1901-5031,0,1,9688940.0,0.34,26.4,30.16,10.54,9876540000.0,1800.0,3.52,0.082,7.11,17.23,8.07,5.102185493789243
10401,10401,PA1803-1068,0,0,11159200.0,0.34,36.8,29.82,9.41,8.29,1809.0,3.08,0.084,4.49,18.0,7.69,5.061622041318783
10402,10402,PA1901-1002,0,1,10292800.0,0.4,42.9,30.04,11.29,9876540000.0,1732.0,3.17,0.088,7.16,16.13,7.64,5.816250991474336
10403,10403,EA5242,1,0,9957800.0,0.27,21.1,27.95,6.24,6.34,1785.0,4.1,0.079,6.95,10.4,11.9,1.4374911296112396
10404,10404,PA1901-2502,0,1,10573800.0,0.32,49.0,27.64,10.15,9876540000.0,1698.0,2.98,0.089,5.59,17.48,7.69,5.732689339513766
10405,10405,PA1901-5036,0,1,10354700.0,0.33,21.3,31.38,10.47,9876540000.0,1752.0,3.72,0.083,4.23,17.22,7.82,5.296859176706534
10406,10406,PA1812-1352,0,1,10301400.0,0.35,27.3,28.03,9.92,9876540000.0,1693.0,3.45,0.08,4.54,12.97,7.42,4.624043788782169
10407,10407,EA5370,1,0,9706450.0,0.29,11.6,27.41,6.05,6.31,1875.0,4.13,0.081,6.7,10.49,11.24,1.132986065626946
10408,10408,PA1901-5046,0,1,10039700.0,0.37,18.4,32.0,9.35,9876540000.0,1757.0,2.14,0.107,4.04,12.36,7.93,5.047894870505249
10409,10409,PA1812-1316,0,1,10354500.0,0.34,37.0,30.76,8.8,6.7,1648.0,3.23,0.078,7.1,16.88,8.08,5.169169511042292
10410,10410,EA4953,1,0,9836210.0,0.27,16.8,26.82,5.9,6.56,1926.0,5.09,0.078,6.53,10.29,11.11,1.3954453475331166
10411,10411,PA1812-1320,0,1,10373000.0,0.31,43.4,28.48,9.36,7.96,1784.0,3.02,0.073,4.33,18.04,7.35,5.086946156631818
10412,10412,PA1812-1280,0,1,10448100.0,0.36,19.1,30.24,10.04,6.88,1701.0,4.61,0.071,4.47,19.78,8.15,4.601482820425201
10413,10413,PA1901-2538,0,1,10168800.0,0.37,27.5,29.77,8.88,8.27,1701.0,2.47,0.071,4.54,11.32,7.29,5.222121710847814
10414,10414,EA5257,1,0,10130200.0,0.27,13.6,28.17,6.6,6.43,1914.0,4.1,0.077,7.35,9.7,11.8,0.627580239829563
10415,10415,PA1901-5148,0,1,10769200.0,0.37,35.2,28.11,9.53,5.96,1769.0,4.59,0.068,7.05,19.07,7.75,5.471127631254426
10416,10416,PA1901-5037,0,1,10046300.0,0.34,45.9,28.93,14.02,6.68,1658.0,3.34,0.074,4.72,18.95,8.27,5.966080299879901
10417,10417,EA5553,1,0,9886620.0,0.29,13.6,31.59,6.23,6.43,1754.0,3.43,0.08,7.01,10.26,11.62,7.1304879567027095
10418,10418,PA1901-2539,0,1,11142300.0,0.32,11.5,30.36,11.29,8.02,1588.0,5.01,0.065,4.74,18.94,8.27,5.653139704742934
10419,10419,PA1901-1105,0,1,9651770.0,0.33,18.5,29.46,7.44,9876540000.0,1703.0,3.53,0.084,7.17,15.48,8.12,5.041320767123742
10420,10420,PA1901-1030,0,1,9747670.0,0.37,31.4,30.73,10.25,9876540000.0,1663.0,3.89,0.089,3.12,16.17,7.39,4.78608301794936
10421,10421,EA3015,1,0,10014500.0,0.28,16.4,29.21,7.0,6.67,1965.0,4.17,0.077,6.9,10.01,11.56,1.2904157538243326
10422,10422,PA1901-1015,0,1,9512240.0,0.37,25.7,30.49,8.39,9876540000.0,1692.0,2.89,0.094,4.2,9.79,7.48,4.655126230567886
10423,10423,PA1901-1088,0,1,10884300.0,0.31,21.1,29.71,8.48,9876540000.0,1690.0,4.82,0.08,3.1,17.2,7.61,5.727952483661135
10424,10424,EA4935,1,0,10035600.0,0.26,13.5,26.0,6.01,6.42,1814.0,4.06,0.079,7.39,10.59,11.73,1.1791638384821361
10425,10425,PA1901-2537,0,1,10065100.0,0.38,30.1,28.15,8.93,9876540000.0,1743.0,3.52,0.084,4.71,16.47,7.51,5.009389855361606
10426,10426,PA1711-1580C,0,0,11408900.0,0.35,34.2,32.83,8.86,9.71,1644.0,3.18,0.065,4.46,9.33,7.36,4.4384829181423795
10427,10427,PA1901-9003,0,1,10464500.0,0.3,52.1,31.65,9.37,9876540000.0,1721.0,3.96,0.098,7.74,15.98,7.34,4.6646597745137575
10428,10428,EA2321,1,0,9836780.0,0.29,10.8,27.96,6.5,6.46,1798.0,3.36,0.081,6.99,10.66,11.48,0.3070309544080182
10429,10429,PA1901-9039,0,1,10403200.0,0.32,9.8,27.82,9.34,6.54,1657.0,5.72,0.077,7.04,19.58,8.63,5.130059237947393
10430,10430,PA1901-2019,0,1,10702200.0,0.31,14.2,28.91,9.04,7.14,1733.0,2.73,0.07,4.56,19.56,7.9,5.619218535040505
10431,10431,EA5192,1,0,9984400.0,0.27,24.7,27.24,5.66,6.53,1679.0,3.63,0.084,7.59,9.98,11.7,1.067138638924853
10432,10432,PA1901-1104,0,1,10362900.0,0.32,19.4,26.21,8.82,7.1,1699.0,5.75,0.071,7.08,15.72,8.19,5.172733212643902
10433,10433,PA1901-5041,0,1,10797600.0,0.32,15.6,30.39,25.71,6.65,1738.0,3.63,0.067,7.03,17.54,8.05,6.441198298802084
10434,10434,PA1901-1106,0,1,10650700.0,0.31,51.4,27.46,9.53,7.04,1757.0,4.66,0.069,6.79,18.65,8.04,4.817091492734653
10435,10435,EA5314,1,0,9668130.0,0.3,8.9,25.72,7.43,6.22,1911.0,3.81,0.09,7.23,9.87,11.86,1.4086170057386713
10436,10436,PA1709-1243,0,0,10531800.0,0.3,34.1,30.8,9.05,7.99,1747.0,3.5,0.074,4.61,17.84,7.79,5.28625441567966
10437,10437,PA1901-5110,0,1,10229600.0,0.36,17.6,27.81,9.71,5.1,1720.0,2.73,0.071,4.72,17.63,7.93,4.668085253041769
10438,10438,EA5359,1,0,9890000.0,0.27,13.2,27.1,6.65,6.81,1839.0,4.14,0.074,6.83,9.85,10.93,1.2855746573373368
10439,10439,PA1704-176,0,0,10626800.0,0.25,32.8,27.19,10.33,7.32,1768.0,7.82,0.068,4.59,18.41,8.42,5.120837693078282
10440,10440,PA1901-1101,0,1,10609800.0,0.33,23.2,28.07,9.19,6.72,1650.0,3.06,0.07,6.88,17.24,8.32,4.108566520246118
10441,10441,PA1901-5043,0,1,10062100.0,0.38,21.8,29.62,9.83,7.03,1685.0,2.76,0.072,4.54,19.32,7.62,5.297167530238663
10442,10442,EA4471,1,0,10100000.0,0.31,16.5,27.61,5.82,6.68,1801.0,3.43,0.07,6.72,10.7,11.24,0.9756966143267582
10443,10443,PA1901-1010,0,1,10186000.0,0.4,30.7,31.52,10.25,7.09,1700.0,2.5,0.08,6.77,17.64,7.58,5.186506095477321
10444,10444,PA1901-1141,0,1,9691160.0,0.32,23.8,28.48,9.07,7.41,1683.0,4.45,0.076,4.47,18.27,7.69,5.5727674841699
10445,10445,EA5049,1,0,10100000.0,0.3,16.6,30.65,5.59,6.56,1885.0,3.27,0.072,7.17,9.61,11.69,1.451023659910317
10446,10446,PA1704-713,0,0,10145800.0,0.32,16.4,27.97,8.29,6.21,1667.0,5.32,0.076,1.51,24.87,10.39,5.1421480225543
10447,10447,PA1901-6004,0,1,9894300.0,0.39,31.2,28.72,9.33,6.6,1705.0,2.96,0.073,6.81,17.08,7.84,5.331901831015907
10448,10448,PA1901-1095,0,1,9870430.0,0.39,15.2,29.23,10.08,6.68,1751.0,2.56,0.075,4.78,18.4,7.87,5.3594560833979505
10449,10449,EA2775,1,0,10000000.0,0.34,14.0,26.13,5.96,6.76,1844.0,3.58,0.073,6.63,9.63,11.28,0.8093298696484921
10450,10450,PA1708-1577,0,0,10565100.0,0.29,26.4,27.44,8.52,7.82,1716.0,3.74,0.069,4.61,17.67,7.7,5.045217256603176
10451,10451,PA1901-2003,0,1,10848100.0,0.38,22.1,29.08,9.76,7.38,1734.0,4.16,0.07,7.06,16.71,8.09,5.575783934125314
10452,10452,EA5254,1,0,10100000.0,0.27,17.7,31.28,5.58,6.63,1948.0,4.37,0.072,6.77,9.89,11.47,0.6185033566965944
10453,10453,PA1901-2563,0,1,11139900.0,0.3,49.4,27.78,10.74,7.53,1688.0,4.27,0.065,4.6,18.96,7.96,5.486253570515759
10454,10454,PA1901-5073,0,1,9695980.0,0.33,20.5,29.46,9.84,6.85,1694.0,4.25,0.079,4.49,12.26,7.49,4.80864529803592
10455,10455,PA1703-1854A,0,0,11410400.0,0.32,29.3,28.22,6.57,6.2,1696.0,3.56,0.064,1.45,23.38,9.42,5.333930211537284
10456,10456,EA4364,1,0,9720000.0,0.31,10.3,27.06,5.91,6.36,1807.0,3.23,0.075,7.31,10.06,11.22,1.2584158991781293
10457,10457,PA1812-1213,0,1,10008600.0,0.38,20.0,26.26,8.92,9876540000.0,1697.0,2.6,0.085,4.55,12.24,7.73,4.253206821437524
10458,10458,PA1901-5105,0,1,10017500.0,0.35,20.4,31.38,11.31,0.55,1709.0,3.88,0.086,4.56,16.45,7.41,4.01363642259622
10459,10459,EA4366,1,0,9750000.0,0.29,6.6,28.66,6.53,6.4,1788.0,3.32,0.075,7.17,10.38,11.69,1.1035747684866262
10460,10460,PA1901-1041,0,1,10198600.0,0.31,58.8,32.63,8.64,6.36,1749.0,4.33,0.079,7.13,17.91,7.66,6.851115947977338
10461,10461,PA1812-1305,0,1,10206100.0,0.32,10.7,29.82,9.06,7.33,1736.0,3.57,0.075,4.59,17.94,7.68,4.865891932841469
10462,10462,PA1812-1143,0,1,10848400.0,0.34,30.3,28.74,11.08,9876540000.0,1760.0,5.68,0.078,4.71,12.57,7.45,4.6178190435241575
10463,10463,EA4367,1,0,9890000.0,0.29,13.6,27.72,6.56,6.56,1796.0,4.14,0.076,6.68,9.79,11.24,1.0333880577609853
10464,10464,PA1901-5094,0,1,10549100.0,0.37,35.8,30.31,8.65,6.61,1755.0,2.49,0.076,7.25,19.92,8.3,5.0745158419520715
10465,10465,PA1709-1532,0,0,10505300.0,0.3,19.6,30.01,8.85,7.79,1755.0,4.13,0.076,4.48,18.23,7.96,5.512552983937114
10466,10466,EA4368,1,0,9820000.0,0.28,21.5,28.62,7.38,6.72,1773.0,4.47,0.076,6.8,10.35,11.13,1.1463487852628917
10467,10467,PA1704-462,0,0,10786100.0,0.32,9.1,26.97,12.77,6.01,1939.0,3.74,0.066,1.45,25.48,2.98,5.027916779172959
10468,10468,PA1711-1289,0,0,10173100.0,0.33,52.9,29.04,9.44,8.13,1748.0,3.71,0.071,4.66,13.45,7.74,5.498989524063713
10469,10469,PA1901-1013,0,1,10211000.0,0.3,24.4,30.13,9.57,6.95,1738.0,4.8,0.073,4.5,19.45,8.16,4.603197711960607
10470,10470,EA4370,1,0,9710000.0,0.28,13.9,27.11,5.69,6.33,1843.0,3.91,0.076,6.82,10.56,11.68,1.033522250022384
10471,10471,PA1901-5006,0,1,10220000.0,0.34,19.8,25.22,9.85,6.27,1689.0,3.78,0.072,7.16,20.04,7.85,5.280463200263281
10472,10472,PA1812-1016,0,1,10470700.0,0.31,19.1,29.93,12.16,7.28,1690.0,3.49,0.068,4.56,17.93,7.99,4.642915756614587
10473,10473,EA4365,1,0,9760000.0,0.27,11.7,27.95,5.72,6.01,2055.0,4.48,0.074,6.81,9.41,11.6,1.4150517059110659
10474,10474,PA1706-319,0,0,10576000.0,0.31,22.1,28.29,7.4,5.28,1864.0,5.94,0.073,1.44,27.39,9.76,4.223298214482008
10475,10475,PA1901-1075,0,1,10139400.0,0.38,56.1,31.07,12.13,6.53,1680.0,3.9,0.073,6.87,18.9,8.28,5.634876511826408
10476,10476,PA1901-5023,0,1,10371300.0,0.35,19.3,29.45,9.79,7.31,1674.0,3.68,0.071,7.24,16.13,7.67,4.848022700161567
10477,10477,EA4371,1,0,10100000.0,0.27,12.0,28.16,7.12,6.59,1738.0,3.62,0.074,7.13,10.02,11.64,1.1230880531548433
10478,10478,PA1901-1056,0,1,9704380.0,0.38,12.3,29.67,9.59,5.56,1711.0,2.91,0.076,7.1,16.72,7.65,5.656328494550294
10479,10479,PA1901-1067,0,1,10550200.0,0.35,48.4,29.55,11.02,7.19,1703.0,3.05,0.072,9876540000.0,18.82,7.87,4.867139062562774
10480,10480,EA4369,1,0,9980000.0,0.28,13.5,27.22,6.72,6.56,1818.0,2.84,0.073,6.96,10.17,11.33,1.4695120498779473
10481,10481,PA1901-5044,0,1,10248900.0,0.37,10.7,29.94,9.6,9876540000.0,1675.0,2.28,0.075,4.61,19.08,7.74,5.282796389580703
10482,10482,PA1901-1096,0,1,10545700.0,0.3,31.6,30.26,10.6,6.31,1703.0,2.82,0.077,6.91,18.78,7.7,5.6172555317489525
