78 78 EA1547 1 0 10460100.0 0.27 13.4 24.2 5.58 7.09 1903.0 5.63 0.074 6.56 9.44 11.16 1.638740645375635 34.86470831173578 0.0012862036283923942 0.10407754839956761
79 79 PA48F 0 1 10053200.0 0.31 9.7 27.77 10.93 7.27 1784.0 4.56 0.078 4.73 18.56 7.88 5.0887588882587185 39.471746544295925 0.006607487343263815 0.030027049031574278
80 80 PA49F 0 1 10844900.0 0.36 37.6 30.26 9.68 9.18 1729.0 2.66 0.08 4.55 11.43 7.23 4.2061811220668766 39.86517770063318 0.00821778363832927 0.030053634784184394
81 81 PA50F 0 1 10223600.0 0.34 48.8 33.49 8.94 7.96 1834.0 3.08 0.076 4.54 17.73 7.64 4.355406943734107 37.868584804307666 0.007270725426403805 0.030152462244965136
82 82 EA1555 1 0 9902610.0 0.34 24.0 27.05 6.89 6.18 1955.0 2.59 0.092 6.68 9.94 11.66 1.1939421873767393 41.553530963916074 0.00040743703180924054 0.0998510398300534
83 83 PA51F 0 1 10364000.0 0.31 37.5 34.06 9.89 7.55 1791.0 5.32 0.073 5.04 17.85 7.8 5.44449164444018 39.74903246779704 0.012162840463686734 0.028666900994689028
84 84 PA52F 0 1 10066500.0 0.34 16.6 30.72 8.73 7.47 1783.0 4.42 0.072 4.6 17.17 7.43 5.375080635404416 38.5390628374323 0.004048743854790201 0.03041130985901691
85 85 EA1557 1 0 9811040.0 0.28 26.5 26.35 6.7 6.25 1696.0 4.45 0.086 5.89 10.85 12.56 1.5434397173355576 37.56419021269578 -0.0007655144720803945 0.10344058403215116
86 86 PA53F 0 1 10224300.0 0.29 23.8 33.22 9.21 5.43 1779.0 4.29 0.072 4.53 18.32 7.64 5.326753561968933 38.052817205524995 0.004604325301246881 0.02987982182856649
87 87 PA54F 0 1 10282700.0 0.36 34.8 33.56 10.66 6.98 1780.0 3.28 0.07 4.69 18.81 8.04 5.256642252742338 43.76544537228532 0.0022728833857458084 0.028409176593180745
88 88 PA55F 0 1 10404200.0 0.29 18.4 27.24 9.65 7.27 1780.0 4.84 0.079 4.64 18.22 7.73 5.385377892837845 42.26717947856837 0.007113174284668639 0.0293176155667209
89 89 EA1558 1 0 10040300.0 0.29 14.6 26.74 5.87 6.71 1729.0 3.78 0.084 7.51 9.78 11.99 1.2731473397187205 39.218301907084886 1.9165832290100903e-05 0.1049657831359238
90 90 PA56F 0 1 10014800.0 0.36 15.4 30.52 9.69 8.23 1811.0 2.66 0.079 4.27 11.15 7.72 5.220594571921652 44.01402381555736 0.015796245818681273 0.032739139416780215
91 91 PA57F 0 1 10210600.0 0.33 21.6 29.68 8.23 8.3 1962.0 3.99 0.08 4.45 10.22 7.02 4.92803461774789 40.171961242835096 0.010830291591322134 0.02891545682010231
92 92 EA1499 1 0 10447300.0 0.28 17.5 26.48 6.16 6.59 1867.0 2.68 0.077 6.42 10.5 11.7 1.1309529245519112 40.335652609966694 -0.0004032470900492332 0.08481383694883117
93 93 PA58F 0 1 9694450.0 0.28 13.2 29.13 9.68 7.54 1799.0 6.78 0.078 4.43 17.31 7.68 5.007737929365981 46.151752100745014 0.007495793713955209 0.031346250472124665
94 94 PA59F 0 1 10219600.0 0.34 21.2 31.09 10.09 7.7 1810.0 3.83 0.082 4.42 17.1 7.37 4.932469373524337 40.847989007389174 0.005365030269077337 0.030235664652917375
95 95 PA60F 0 1 10114200.0 0.35 22.1 30.99 9.89 6.38 1807.0 3.58 0.077 4.56 19.37 8.13 5.4527539652974015 45.21151275294647 0.005675008853559097 0.029502094569220757
96 96 EA1498 1 0 10024900.0 0.31 18.0 28.91 6.74 5.93 1962.0 2.81 0.086 5.48 11.54 11.97 1.1789902980177502 43.908288915978574 0.0013228904231929266 0.1033738786152396
97 97 PA61F 0 1 10337200.0 0.35 27.7 30.77 9.49 7.34 1781.0 3.65 0.077 4.55 12.11 7.63 5.2148366400484045 38.9768230414198 0.002868211464723572 0.029691884630448653
98 98 PA1703-1840 0 0 10398300.0 0.3 28.3 28.75 6.8 5.9 1889.0 5.16 0.074 1.48 24.15 10.05 5.179060245585909 41.14189402146363 0.0014806730767675854 0.031212830454246564
99 99 EA1492 1 0 9808060.0 0.28 11.3 31.39 6.95 6.28 1715.0 4.3 0.08 7.32 9.97 11.83 0.8423911341063276 46.28259812564724 5.696502895543432e-05 0.10181644499605098
100 100 PA1801-1003 0 0 9991290.0 0.36 32.4 27.34 9.95 8.62 1784.0 3.45 0.072 4.64 17.62 7.93 4.935151003570819 42.110384819516085 0.0047883225943005986 0.029714661459799525
101 101 PA62F 0 1 9985210.0 0.28 25.4 28.69 9.9 7.35 1798.0 4.62 0.079 4.52 18.46 7.7 4.493530434616482 31.75545204088439 0.005520924570271418 0.03083653091546148
102 102 PA63F 0 1 9694500.0 0.34 9.4 27.42 9.8 6.87 1785.0 3.99 0.08 4.62 18.39 7.78 4.854393193783547 38.50090292242778 0.004929391437634088 0.028886079240118195
103 103 EA0942 1 0 10202800.0 0.24 17.9 28.23 7.24 6.51 2181.0 5.05 0.078 5.49 11.14 11.91 0.9646597572350624 40.147388770645485 0.000360860393056646 0.1024694615341723
104 104 PA64F 0 1 9958440.0 0.32 37.6 31.25 8.76 7.2 1735.0 3.87 0.088 4.66 18.11 8.16 5.163827986648487 33.344028157075975 0.0037624009039392654 0.02912330717104487
105 105 PA1709-1044 0 0 10646500.0 0.32 52.6 27.44 9.94 6.88 1731.0 3.09 0.082 4.56 17.46 7.38 4.855025606090676 43.792829567462206 0.01158920128615943 0.028850218907464295
106 106 EA1496 1 0 10253600.0 0.3 21.5 31.47 5.97 6.47 1849.0 3.46 0.077 7.07 10.61 12.11 0.723763334147987 41.92697492130958 -0.0002620337031676305 0.1090439578465302
107 107 PA65F 0 1 10241800.0 0.35 22.4 30.76 9.84 8.41 1793.0 3.71 0.077 4.48 12.08 7.44 4.831047040580744 39.294424865442 0.011905445716576651 0.033875702648012804
108 108 PA66F 0 1 10082200.0 0.31 14.4 31.85 10.91 7.8 1876.0 4.16 0.077 4.4 18.16 7.29 5.248830458193182 38.18531102382115 0.002842173603841613 0.029960031246941306
109 109 PA1708-1654 0 0 10582100.0 0.31 23.0 29.07 9.19 7.44 1761.0 4.37 0.075 4.73 18.34 8.04 5.7904587200562325 41.22517184116495 0.004615889452118426 0.03178864034288563
110 110 EA0330 1 0 9859760.0 0.33 21.0 29.96 6.04 6.35 1750.0 3.43 0.081 7.32 10.14 11.52 0.5398917820986727 45.33289572509193 0.0011208383352030067 0.10161726433353906
111 111 PA67F 0 1 9943500.0 0.33 32.5 31.7 9.88 8.05 1740.0 3.68 0.075 4.52 11.65 7.26 5.357462415355918 41.61192447680794 0.0015615548205300585 0.030152542686301048
112 112 PA68F 0 1 10055900.0 0.31 37.5 31.27 8.37 7.19 1703.0 4.15 0.075 5.0 17.93 8.07 5.529751050258861 37.85689819288523 0.003686966690409142 0.031793103476520625
113 113 EA0534 1 0 10482900.0 0.26 12.9 27.66 5.38 6.92 1748.0 3.82 0.077 7.29 10.43 11.61 1.2567542494426673 40.625362171000575 -0.0005235365760046988 0.10029922298015267
114 114 PA69F 0 1 10006900.0 0.32 16.6 28.35 10.51 7.32 1796.0 5.25 0.073 4.84 16.38 7.74 4.61711508717353 36.050520221732555 0.002189920573854401 0.02723555972613394
